id,Name2,Name3,road_id,cluster,label
143,114.1634047,30.59182705.png,37,1,1
144,114.2617764,30.55218586.png,38,0,1
145,114.2628173,30.55222309.png,38,1,1
146,114.2638581,30.55226101.png,38,2,1
147,114.2648993,30.55229129.png,38,0,1
148,114.2659582,30.55232653.png,39,2,2
149,114.2669992,30.55236077.png,39,0,2
150,114.2684609,30.55240531.png,40,1,2
151,114.271,30.55226881.png,42,3,3
152,114.2720277,30.55212397.png,42,2,3
153,114.2729891,30.55177903.png,42,2,3
154,114.2739256,30.55138408.png,42,3,3
155,114.3776277,30.53720886.png,43,1,1
156,114.3363536,30.54348837.png,44,1,1
157,114.3370898,30.54411789.png,44,1,1
158,114.3382999,30.54660027.png,47,1,1
159,114.3382543,30.54749782.png,47,3,1
160,114.3385785,30.54470143.png,48,2,2
161,114.3395647,30.54441094.png,48,3,2
162,114.3405509,30.54412045.png,48,1,2
163,114.3415371,30.54382995.png,48,3,2
164,114.3423193,30.55250242.png,49,3,2
165,114.3420601,30.55112733.png,50,0,2
166,114.3422019,30.55023443.png,50,3,2
167,114.3424062,30.54878521.png,51,3,1
168,114.3425428,30.54707587.png,52,1,1
169,114.3426686,30.5461808.png,52,0,1
170,114.3427944,30.54528573.png,52,2,1
171,114.3426409,30.54441512.png,52,1,1
172,114.3400972,30.59620511.png,53,3,2
173,114.3393453,30.59682957.png,53,2,2
174,114.3385829,30.5974443.png,53,3,2
175,114.3378038,30.59804283.png,53,0,2
176,114.3364953,30.59902542.png,54,0,3
177,114.3356913,30.59959891.png,54,1,3
178,114.256555,30.60781567.png,55,1,2
179,114.2574369,30.60829624.png,55,0,2
180,114.2583185,30.60877734.png,55,0,2
181,114.4322709,30.46870035.png,56,0,1
182,114.4332843,30.4689067.png,56,2,1
183,114.4342891,30.46914228.png,56,2,1
184,114.4352939,30.46937785.png,56,3,1
185,114.4362975,30.46961743.png,56,1,1
186,114.4372876,30.46989451.png,56,1,1
187,114.4382883,30.47014196.png,56,1,1
188,114.4392934,30.47037667.png,56,0,1
189,114.4403026,30.47059776.png,56,2,1
190,114.4413128,30.47081566.png,56,3,1
191,114.442327,30.4710188.png,56,3,1
192,114.4433421,30.47121886.png,56,3,1
193,114.444303,30.47144975.png,56,3,1
194,114.4444046,30.47234648.png,56,2,1
195,114.444679,30.47321503.png,56,3,1
196,114.4450942,30.4740395.png,56,3,1
197,114.4456644,30.47479382.png,56,0,1
198,114.4463436,30.47547534.png,56,0,1
199,114.4471605,30.47603383.png,56,1,1
200,114.4480285,30.47653098.png,56,0,1
201,114.448907,30.47701459.png,56,0,1
202,114.4497341,30.4775618.png,56,2,1
203,114.2835242,30.60713946.png,57,2,1
204,114.2840488,30.60636047.png,57,1,1
205,114.2850949,30.6050468.png,58,2,1
206,114.2857111,30.6043196.png,58,3,1
207,114.2862171,30.60353211.png,58,0,1
208,114.2872436,30.60170064.png,60,0,2
209,114.2878008,30.60093869.png,60,0,2
210,114.2884814,30.59995293.png,61,3,3
211,114.2890026,30.59917217.png,61,2,3
212,114.245956,30.57330135.png,63,2,3
213,114.245967,30.57240562.png,63,3,3
214,114.2458469,30.57151729.png,63,3,3
215,114.2466388,30.57892516.png,64,1,1
216,114.2464659,30.57803606.png,64,2,1
217,114.2462914,30.5771472.png,64,3,1
218,114.2461121,30.57625903.png,64,3,1
219,114.2459405,30.57536982.png,64,3,1
220,114.2614306,30.55578744.png,66,1,3
221,114.2624479,30.55559614.png,66,0,3
222,114.2634796,30.55565469.png,66,2,3
223,114.2645136,30.55576395.png,66,2,3
224,114.2655463,30.5558825.png,66,3,3
225,114.2665793,30.55599961.png,66,3,3
226,114.2676124,30.55611625.png,66,0,3
227,114.2686406,30.55626022.png,66,0,3
228,114.2696612,30.55644118.png,66,3,3
229,114.2706783,30.55663618.png,66,0,3
230,114.2716956,30.55683075.png,66,3,3
231,114.272718,30.5570027.png,66,2,3
232,114.2737535,30.55698568.png,66,1,3
233,114.2747045,30.55663613.png,66,1,3
234,114.2755777,30.55614427.png,66,3,3
235,114.2764518,30.55565375.png,66,0,3
236,114.2530182,30.61538937.png,67,3,3
237,114.2540217,30.61563292.png,67,2,3
238,114.2558258,30.61593145.png,68,1,3
239,114.2568608,30.61603817.png,68,1,3
240,114.2578936,30.61616113.png,68,1,3
241,114.2594679,30.61624342.png,69,3,3
242,114.2605101,30.61626234.png,69,3,3
243,114.2615524,30.61627778.png,69,0,3
244,114.2633529,30.61609655.png,71,2,3
245,114.2643785,30.61593513.png,71,0,3
246,114.2654036,30.61577128.png,71,2,3
247,114.259684,30.60846815.png,72,3,2
248,114.2602673,30.60772103.png,72,2,2
249,114.261006,30.60708965.png,72,3,2
250,114.2617589,30.60646619.png,72,0,2
251,114.2625077,30.60583898.png,72,1,2
252,114.2815539,30.59646007.png,73,3,2
253,114.2809754,30.59811345.png,74,1,2
254,114.2809615,30.599015.png,74,3,2
255,114.2810069,30.60089134.png,76,3,2
256,114.2810322,30.6017927.png,76,3,2
257,114.2810348,30.6035746.png,77,3,2
258,114.2802691,30.60447638.png,78,2,2
259,114.2794638,30.60504864.png,78,2,2
260,114.2786473,30.60560911.png,78,2,2
261,114.2778083,30.60614417.png,78,1,2
262,114.278123,30.60329711.png,79,3,2
263,114.2791174,30.60353828.png,79,3,2
264,114.2801436,30.60369534.png,79,1,2
265,114.2818574,30.60428515.png,80,1,2
266,114.2718915,30.60224767.png,81,1,3
267,114.2712671,30.60367914.png,82,2,3
268,114.2712448,30.60474575.png,83,1,1
269,114.2712578,30.6056473.png,83,0,1
270,114.2701905,30.60382725.png,84,1,1
271,114.269149,30.60379206.png,84,2,1
272,114.2671228,30.60383662.png,86,1,1
273,114.266082,30.60388443.png,86,2,1
274,114.2681963,30.60468997.png,87,1,1
275,114.2682256,30.60559118.png,87,1,1
276,114.2682194,30.60649278.png,87,0,1
277,114.2682113,30.6076623.png,88,2,1
278,114.2683879,30.60892597.png,89,1,2
279,114.2686837,30.60979051.png,89,1,2
280,114.2691656,30.61108733.png,90,3,1
281,114.2696054,30.61189667.png,90,1,1
282,114.2701759,30.61265127.png,90,0,1
283,114.2689144,30.60288259.png,91,0,1
284,114.2913632,30.60430484.png,92,2,2
285,114.2921776,30.60506854.png,93,0,2
286,114.2928911,30.60572588.png,93,1,2
287,114.2936045,30.60638322.png,93,2,2
288,114.270845,30.61360982.png,94,2,2
289,114.2715615,30.61425483.png,94,1,2
290,114.2728681,30.61498288.png,95,3,2
291,114.2737329,30.61548626.png,95,0,2
292,114.2744276,30.61641155.png,96,3,2
293,114.2743648,30.61727406.png,96,1,2
294,114.2746829,30.61826877.png,97,2,1
295,114.2749376,30.61914305.png,97,1,1
296,114.2752596,30.61999974.png,97,0,1
297,114.2678591,30.61494065.png,99,3,2
298,114.2675359,30.61579737.png,99,2,2
299,114.2672469,30.61666363.png,99,0,2
300,114.2668123,30.61761837.png,100,0,1
301,114.2815551,30.6153709.png,101,2,1
302,114.282312,30.61475092.png,101,1,1
303,114.2830688,30.61413093.png,101,0,1
304,114.2838257,30.61351094.png,101,0,1
305,114.2846536,30.61287961.png,102,3,1
306,114.265939,30.62268558.png,103,2,2
307,114.2669135,30.62300532.png,103,1,2
308,114.267868,30.62336801.png,103,2,2
309,114.2688225,30.6237307.png,103,0,2
310,114.2830692,30.63599346.png,104,1,2
311,114.2826791,30.63682962.png,104,2,2
312,114.2880534,30.63561874.png,105,3,1
313,114.2876636,30.63645498.png,105,1,1
314,114.2872143,30.63743174.png,106,0,1
315,114.2868296,30.63826977.png,106,1,1
317,114.2857363,30.64036798.png,107,1,2
318,114.2852835,30.64117823.png,107,0,2
319,114.2650389,30.59966132.png,108,1,2
320,114.2637101,30.59991715.png,109,3,2
321,114.2626912,30.60010555.png,109,2,2
322,114.2616654,30.60026501.png,109,2,2
323,114.2606395,30.60042451.png,109,2,2
324,114.2591259,30.60026365.png,110,3,2
325,114.2581025,30.60011655.png,110,2,2
326,114.2570813,30.59813239.png,111,1,1
327,114.2560404,30.59808703.png,111,3,1
328,114.2549999,30.59803617.png,111,3,1
329,114.2539605,30.59796886.png,111,0,1
330,114.2529212,30.59790154.png,111,1,1
331,114.2518797,30.59786852.png,111,0,1
332,114.2516281,30.59857684.png,111,1,1
333,114.2515638,30.59947655.png,111,2,1
334,114.2514776,30.60037506.png,111,2,1
335,114.2513913,30.60127357.png,111,3,1
336,114.2706007,30.60251134.png,112,3,1
337,114.2696211,30.60220327.png,112,0,1
338,114.2679866,30.60169799.png,113,0,1
339,114.267009,30.60138555.png,113,3,1
340,114.2791842,30.61684278.png,115,1,2
342,114.2769516,30.61704458.png,116,2,2
343,114.2750367,30.61739378.png,117,1,1
344,114.3032873,30.60688854.png,118,1,1
345,114.3042659,30.60643241.png,119,2,1
346,114.3052432,30.60597691.png,120,2,3
347,114.3061609,30.60554922.png,120,1,3
348,114.164405,30.56718889.png,121,0,3
349,114.1654464,30.56719798.png,121,1,3
350,114.1664869,30.56722292.png,121,2,3
351,114.1701457,30.56705685.png,122,0,3
352,114.1623792,30.56681986.png,123,1,1
353,114.1613823,30.56655767.png,123,3,1
354,114.1603877,30.5662922.png,123,2,1
356,114.4030947,30.56281447.png,124,0,1
357,114.4036387,30.56358355.png,124,2,1
358,114.4041826,30.56435261.png,124,3,1
359,114.4047217,30.56512424.png,124,2,1
360,114.4054115,30.56579995.png,124,0,1
361,114.4061111,30.56646621.png,124,2,1
362,114.4070562,30.56682886.png,124,0,1
363,114.4080634,30.56706002.png,124,1,1
364,114.4099333,30.56748926.png,125,2,1
365,114.4107989,30.56793443.png,125,1,1
366,114.4110778,30.56879799.png,125,3,1
367,114.4112646,30.56968492.png,125,1,1
368,114.4116076,30.57053318.png,125,3,1
369,114.4121802,30.57128573.png,125,2,1
370,114.4127728,30.5720274.png,125,2,1
371,114.4133471,30.57277971.png,125,1,1
372,114.4138754,30.57355644.png,125,2,1
373,114.4143581,30.5743531.png,125,3,1
374,114.4145333,30.57524025.png,125,1,1
375,114.4146607,30.57613518.png,125,3,1
376,114.4148962,30.57778963.png,127,2,3
377,114.4150405,30.57868241.png,127,0,3
378,114.4153666,30.57953323.png,127,3,3
379,114.4159181,30.58029633.png,127,3,3
380,114.4166629,30.58092303.png,127,1,3
381,114.4177091,30.58231241.png,128,3,1
382,114.4180208,30.58317281.png,128,1,1
383,114.3518765,30.60110655.png,129,0,1
384,114.3511884,30.60178385.png,129,1,1
385,114.3505019,30.60246236.png,129,3,1
386,114.3498154,30.60314086.png,129,1,1
387,114.3491459,30.60383182.png,129,1,1
388,114.3483145,30.60461347.png,130,3,1
389,114.3476011,30.60527083.png,130,2,1
390,114.3468876,30.60592819.png,130,3,1
391,114.3461741,30.60658555.png,130,0,1
392,114.3454579,30.60724064.png,130,0,1
393,114.3447401,30.60789444.png,130,3,1
394,114.3466339,30.59861759.png,131,3,3
395,114.3461786,30.59942868.png,131,2,3
396,114.3457141,30.60023567.png,131,3,3
397,114.3449878,30.60143801.png,132,1,3
398,114.3445224,30.60224481.png,132,0,3
399,114.344057,30.6030516.png,132,3,3
400,114.3435871,30.60385643.png,132,2,3
401,114.3429873,30.60470157.png,133,0,1
402,114.3422836,30.60535835.png,133,2,1
403,114.3456203,30.59716145.png,134,0,1
404,114.3465506,30.59756786.png,134,3,1
405,114.3480351,30.59821996.png,135,3,1
406,114.3489549,30.59864321.png,135,3,1
407,114.3500539,30.59918146.png,136,1,1
408,114.3509651,30.59961919.png,136,3,1
409,114.3518754,30.60005842.png,136,3,1
410,114.3533979,30.6008455.png,137,3,1
411,114.3543,30.60129721.png,137,2,1
412,114.3552059,30.60174317.png,137,1,1
413,114.3561119,30.60218912.png,137,3,1
414,114.3570178,30.60263507.png,137,3,1
415,114.3579238,30.603081.png,137,1,1
416,114.3588298,30.60352693.png,137,2,1
417,114.3597357,30.60397286.png,137,0,1
418,114.3606721,30.60443376.png,138,3,3
419,114.3615789,30.60487846.png,138,0,3
420,114.3591525,30.59003306.png,139,0,3
421,114.3586585,30.590827.png,139,3,3
422,114.3581645,30.59162095.png,139,3,3
423,114.3576705,30.59241489.png,139,2,3
424,114.3571764,30.59320882.png,139,1,3
425,114.3561748,30.59477769.png,140,3,1
426,114.3556612,30.59556227.png,140,1,1
427,114.3551475,30.59634685.png,140,3,1
428,114.3546034,30.59717809.png,141,2,1
429,114.3540898,30.59796268.png,141,3,1
430,114.3535857,30.59875186.png,141,1,1
431,114.3530893,30.5995447.png,141,3,1
432,114.3525508,30.60031633.png,141,3,1
433,114.3150564,30.50060534.png,142,0,1
434,114.3149616,30.50150325.png,142,0,1
435,114.3148667,30.50240115.png,142,0,1
436,114.3147903,30.50410056.png,143,2,1
437,114.3147355,30.50500096.png,143,3,1
438,114.3146807,30.50590137.png,143,3,1
439,114.3145706,30.50762254.png,144,3,3
440,114.3145104,30.50852269.png,144,0,3
441,114.3144502,30.50942283.png,144,1,3
442,114.31439,30.51032298.png,144,3,3
443,114.314329,30.51122308.png,144,0,3
444,114.3207098,30.53804309.png,145,2,2
445,114.3202004,30.53725664.png,145,0,2
446,114.3198033,30.53642435.png,145,2,2
447,114.3196429,30.53553642.png,145,1,2
448,114.3195806,30.53463638.png,145,1,2
449,114.3195096,30.53373683.png,145,3,2
450,114.4200179,30.47144731.png,146,0,2
451,114.4200564,30.47234748.png,146,0,2
452,114.4207053,30.47302983.png,146,1,2
453,114.4215408,30.47356778.png,146,3,2
454,114.4222855,30.47419675.png,146,3,2
455,114.4234304,30.47569214.png,147,1,2
456,114.4238519,30.4767332.png,148,3,2
457,114.4243444,30.4783568.png,149,1,2
458,114.4245597,30.4792379.png,149,3,2
459,114.4251101,30.47311019.png,150,3,2
460,114.4243558,30.47372524.png,150,1,2
461,114.4235563,30.4743024.png,150,2,2
462,114.4302715,30.47411092.png,151,0,3
463,114.4293245,30.47373639.png,151,0,3
464,114.4283775,30.47336185.png,151,2,3
465,114.4274266,30.47299498.png,151,1,3
466,114.42647,30.47263929.png,151,1,3
468,114.4142869,30.49151269.png,153,1,3
469,114.4153267,30.49154424.png,153,3,3
470,114.4171745,30.49148489.png,154,0,1
471,114.4182155,30.49146664.png,154,2,1
472,114.4192565,30.49144838.png,154,3,1
474,114.3198997,30.6743739.png,155,2,3
475,114.3204137,30.67358933.png,155,1,3
476,114.3209277,30.67280477.png,155,0,3
477,114.3214417,30.6720202.png,155,0,3
478,114.3219557,30.67123564.png,155,0,3
479,114.3859311,30.53846859.png,157,1,2
480,114.384982,30.53883488.png,157,2,2
481,114.3839843,30.5390599.png,157,3,2
482,114.382963,30.53892315.png,157,1,2
483,114.381945,30.53875638.png,157,3,2
484,114.3809081,30.53882254.png,157,1,2
485,114.3798921,30.53863566.png,157,3,2
486,114.3790666,30.53813594.png,157,0,2
487,114.3784994,30.5373957.png,157,3,2
488,114.3526452,30.54150518.png,158,3,3
489,114.3531207,30.54070294.png,158,0,3
490,114.3536343,30.53991928.png,158,1,3
491,114.3543013,30.53922917.png,158,1,3
492,114.3520897,30.54679674.png,159,3,3
493,114.352152,30.54589892.png,159,0,3
494,114.3522942,30.5450057.png,159,3,3
495,114.352378,30.54411101.png,159,0,3
496,114.3534103,30.54402911.png,160,2,3
497,114.3544506,30.5440745.png,160,3,3
499,114.3335599,30.58828895.png,162,3,3
500,114.3328415,30.58763574.png,162,1,3
501,114.3380297,30.53101446.png,163,3,2
502,114.337648,30.53017552.png,163,3,2
503,114.3372461,30.52934381.png,163,0,2
504,114.3368164,30.5285229.png,163,2,2
505,114.3364142,30.52769262.png,163,0,2
506,114.3361236,30.52682677.png,163,0,2
507,114.3358701,30.5258377.png,164,0,1
508,114.3359428,30.52412488.png,165,0,1
509,114.3357937,30.52323251.png,165,1,1
510,114.3356427,30.52234038.png,165,0,1
511,114.3348116,30.5212596.png,166,3,3
512,114.3340403,30.52065456.png,166,3,3
513,114.3332474,30.52006992.png,166,1,3
514,114.3324427,30.51949769.png,166,3,3
515,114.3316312,30.51893256.png,166,2,3
516,114.3308197,30.51836743.png,166,1,3
517,114.350185,30.4750975.png,167,0,3
518,114.3501556,30.47419623.png,167,1,3
519,114.3491948,30.47836112.png,168,1,3
520,114.3481539,30.47834865.png,168,3,3
521,114.3466689,30.47833084.png,169,0,3
522,114.3456279,30.47831828.png,169,2,3
523,114.3445873,30.47831109.png,169,0,3
524,114.3509035,30.47870739.png,170,0,3
525,114.3519442,30.47871999.png,170,2,3
526,114.3529851,30.47870473.png,170,2,3
527,114.3540257,30.47867784.png,170,2,3
528,114.3550666,30.47868572.png,170,2,3
529,114.3473275,30.47510403.png,171,1,2
530,114.3474002,30.47420455.png,171,3,2
531,114.336514,30.48033403.png,172,1,3
532,114.3365755,30.47943394.png,172,0,3
533,114.336637,30.47853384.png,172,1,3
534,114.3366972,30.47763368.png,172,2,3
535,114.4277029,30.51475628.png,173,3,3
536,114.428739,30.51466561.png,173,3,3
537,114.4301877,30.51452347.png,174,2,3
538,114.4291526,30.51462199.png,174,2,3
539,114.4313879,30.51576462.png,175,0,2
540,114.4305304,30.51603312.png,175,3,2
541,114.4294941,30.51611659.png,175,2,2
542,114.4284589,30.51621537.png,175,0,2
543,114.4274243,30.51631896.png,175,0,2
544,114.4124727,30.51306337.png,176,2,1
545,114.4135085,30.51296995.png,176,2,1
546,114.414545,30.51288244.png,176,2,1
547,114.4152113,30.51318795.png,176,1,1
548,114.4153334,30.51408335.png,176,3,1
549,114.4154626,30.51497785.png,176,2,1
550,114.4104055,30.51328259.png,177,3,1
551,114.4093734,30.51340245.png,177,0,1
552,114.4083394,30.51350984.png,177,2,1
553,114.4073042,30.51360853.png,177,3,1
554,114.4062674,30.51369209.png,177,0,1
555,114.4052285,30.513755.png,177,0,1
556,114.4039116,30.5136195.png,178,1,1
557,114.4028851,30.5134673.png,178,0,1
558,114.4014334,30.51325054.png,179,0,1
559,114.4004072,30.51309686.png,179,0,1
560,114.4057488,30.52049905.png,180,3,3
561,114.4056376,30.5196025.png,180,3,3
562,114.4055266,30.51870593.png,180,2,3
563,114.4122389,30.51983653.png,181,1,1
564,114.4121374,30.51893912.png,181,1,1
565,114.4120396,30.5180414.png,181,1,1
566,114.4119199,30.51711212.png,182,0,3
567,114.4117969,30.51621673.png,182,1,3
568,114.4116882,30.51531997.png,182,0,3
569,114.4115826,30.51442292.png,182,2,3
570,114.4114787,30.51352571.png,182,0,3
572,114.2505046,30.51702315.png,183,3,3
573,114.2501048,30.516448.png,183,3,3
574,114.2493612,30.51581687.png,183,3,3
575,114.2466698,30.51375202.png,184,2,3
576,114.2476245,30.51383092.png,184,2,3
577,114.2482385,30.51455855.png,184,1,3
578,114.2488659,30.5152763.png,184,0,3
579,114.2426588,30.51575872.png,185,3,1
580,114.2435556,30.51530046.png,185,1,1
581,114.2444525,30.5148422.png,185,1,1
582,114.2453493,30.51438393.png,185,0,1
583,114.3595132,30.47751412.png,186,0,1
584,114.3596696,30.47662278.png,186,3,1
585,114.3597497,30.47512367.png,188,0,3
586,114.359745,30.47381718.png,189,1,3
587,114.3595548,30.472938.png,189,0,3
588,114.3591662,30.4721029.png,189,1,3
589,114.3587359,30.47128202.png,189,3,3
590,114.3582008,30.47016767.png,190,3,3
591,114.3581468,30.46927777.png,190,2,3
592,114.358131,30.46776886.png,191,3,3
593,114.3580594,30.46686932.png,191,0,3
594,114.3557505,30.47512262.png,192,0,1
595,114.3557595,30.47422101.png,192,3,1
596,114.3557634,30.47331937.png,192,3,1
597,114.3557581,30.4724177.png,192,1,1
598,114.3582541,30.47735852.png,193,0,1
599,114.3582531,30.47645684.png,193,3,1
600,114.3643512,30.4800224.png,194,0,3
601,114.3648476,30.48081498.png,194,3,3
602,114.3654018,30.48157816.png,194,1,3
603,114.365902,30.48236806.png,194,3,3
604,114.3659187,30.48314808.png,194,1,3
605,114.3650959,30.48360435.png,194,0,3
606,114.3637554,30.47830262.png,195,1,1
607,114.363626,30.47741599.png,195,2,1
608,114.3636182,30.47653956.png,195,0,1
609,114.3630811,30.47576719.png,195,2,1
610,114.3625336,30.4750003.png,195,1,1
611,114.3624468,30.47413894.png,196,3,1
612,114.3628898,30.47332296.png,196,1,1
613,114.3633945,30.47254757.png,196,1,1
614,114.3636178,30.47170058.png,196,3,1
615,114.3633682,30.47083793.png,196,3,1
616,114.3629645,30.47000683.png,196,3,1
617,114.3625673,30.46917338.png,196,2,1
618,114.3623089,30.46832948.png,196,0,1
619,114.3621538,30.46755856.png,196,1,1
620,114.3586987,30.47602736.png,197,3,1
621,114.3572116,30.47603145.png,198,3,3
622,114.3561706,30.4760283.png,198,0,3
623,114.3547098,30.47601262.png,199,1,3
624,114.3536688,30.47600654.png,199,3,3
625,114.3526279,30.47600654.png,199,3,3
626,114.351587,30.47601032.png,199,3,3
627,114.3505461,30.47599756.png,199,2,3
628,114.3491754,30.47599981.png,200,3,3
629,114.3481345,30.47600178.png,200,3,3
630,114.3462216,30.47600538.png,202,3,3
631,114.3451806,30.47600594.png,202,2,3
632,114.3441409,30.47600091.png,202,1,3
633,114.3491754,30.47355074.png,203,0,3
634,114.3481405,30.47357917.png,203,3,3
635,114.3464107,30.47356199.png,204,0,2
636,114.3453705,30.47352652.png,204,3,2
638,114.3321962,30.50847188.png,205,1,2
639,114.3332015,30.50823665.png,205,2,2
640,114.3351584,30.50773332.png,206,2,1
641,114.3361492,30.50745602.png,206,1,1
642,114.3370709,30.50705175.png,206,2,1
643,114.3376978,30.50633231.png,206,2,1
644,114.338298,30.50559544.png,206,0,1
645,114.3393515,30.5043011.png,207,0,1
646,114.4016444,30.51790364.png,208,1,1
