id,graph_Da,graph_Db,graph_Dc,graph_Dd,graph_De
2587,-0.1606,0.1974,0.0938,0.0277,0.0709
2588,0.035,-0.0867,-0.1449,0.1641,0.0644
2589,-0.0231,-0.3079,-0.2986,-0.1446,0.2124
2590,0.0498,-0.0142,-0.1425,-0.1923,0.0407
2591,0,0,0,0,0
2592,0.1165,-0.0322,-0.2763,-0.16,-0.0728
2593,0.032,-0.0201,0.0416,-0.1151,0.0358
2594,0.1764,0.259,-0.1179,-0.0978,-0.1654
2595,-0.0688,0.1047,0.027,-0.1176,0.1324
2596,0.1892,0.0529,-0.1486,-0.0927,0.1622
2597,-0.0956,0.2717,0.1134,-0.074,0.1586
2598,0.1932,0.0142,0.1271,-0.0793,0.073
2599,0.1367,0.0878,0.0575,-0.0417,0.1982
2600,-0.043,-0.1026,0.1532,-0.1004,0.1111
2601,-0.094,-0.1787,-0.038,0.0583,0.2439
2602,-0.0431,0.1585,-0.2386,-0.0113,-0.1677
2603,-0.0024,0.075,-0.191,0.1077,-0.0974
2604,0.1208,0.1385,0.0242,-0.1499,-0.2845
2605,-0.0021,-0.1323,-0.0432,0.0709,-0.1579
2606,0.1889,-0.1861,0.0581,0.0459,0.2908
2607,-0.018,0.01,0.2172,-0.0787,0.1386
2608,-0.1206,0.1576,0.1338,0.191,0.0768
2609,-0.0878,-0.0842,0.1034,-0.0695,-0.1678
2610,0.1868,-0.0832,0.0925,-0.2262,0.1382
2611,0.0742,-0.1706,0.1315,0.1905,0.0631
2612,0.1646,-0.0427,0.0471,0.0356,0.0315
2613,-0.2249,-0.2304,0.151,-0.0178,-0.036
2614,0.0588,-0.0178,-0.2647,0.1339,-0.0136
2615,0.0441,0.1106,-0.1867,0.052,-0.198
2616,-0.0537,-0.0536,0.1766,-0.1719,-0.0612
2617,-0.1163,-0.178,-0.2324,0.2036,-0.0824
2618,0.0474,0.0632,0.1245,0.0837,0.0829
2619,0.1212,-0.0122,-0.2964,0.1353,0.0083
2620,0.2317,0.1632,0.0062,-0.2675,0.2096
2621,0.0025,-0.1718,0.1264,0.0452,0.0846
2622,0,0,0,0,0
2623,0.1495,-0.2108,-0.0827,-0.0997,-0.2417
2624,0,0,0,0,0
2625,0,0,0,0,0
2626,0.1354,0.0464,-0.0919,-0.104,0.0613
2627,0.088,0.1073,-0.2261,0.0575,-0.1543
2628,0.0462,-0.1237,-0.2049,-0.2129,0.2282
2629,-0.1738,-0.1179,0.1453,-0.03,-0.1056
2630,-0.0383,-0.0229,0.1023,0.0566,-0.0411
2631,-0.1202,0.0479,-0.2604,-0.0148,-0.0864
2632,0.1044,0.0514,-0.0988,0.0821,-0.0041
2633,-0.0035,0.0215,0.1931,0.2145,0.1399
2634,-0.0474,-0.025,-0.0273,0.2024,-0.1052
2635,-0.1394,0.0442,0.1078,-0.1056,0.1294
2636,-0.0416,-0.1424,0.0792,-0.041,-0.0022
2637,0.1025,0.0051,-0.1935,-0.111,0.2619
2638,-0.0183,-0.0273,0.022,-0.1741,0.0146
2639,0.1333,-0.0642,-0.0018,0.2016,0.2059
2640,0.1755,-0.1109,-0.262,-0.0792,-0.0989
2641,-0.1653,-0.0323,0.1428,0.2625,-0.326
2642,0.196,0.1649,-0.0106,-0.0296,-0.0425
2643,0.0824,0.1927,0.0112,0.1821,-0.1403
2644,-0.148,0.1428,-0.0026,-0.1958,0.1988
2645,0,0,0,0,0
2646,0.0473,-0.0858,0.066,-0.1109,0.0693
2647,-0.2966,0.0611,0.219,0.1623,0.1919
2648,-0.1505,0.027,-0.0926,0.185,0.1165
2649,-0.2158,0.1497,-0.0308,0.06,-0.171
2650,-0.1583,-0.0451,-0.0139,0.0364,0.0629
2651,-0.1497,-0.0823,0.0104,-0.0171,0.0471
2652,0.0918,0.22,-0.1816,0.0632,0.1044
2653,0.1164,-0.1117,-0.1151,0.1479,-0.1001
2654,0.0183,0.0163,0.0609,-0.0351,-0.1484
2655,0.0776,0.0795,0.0542,-0.1219,-0.0093
2656,0.0113,0.2429,-0.0488,-0.1582,-0.1529
2657,0.0088,-0.0724,-0.2281,-0.0519,-0.0251
2658,0.1403,-0.1084,-0.0509,-0.2408,0.1084
2659,-0.0506,-0.1925,-0.0533,-0.1434,0.1053
2660,0.1136,-0.1768,0.1255,-0.0125,-0.0711
2661,-0.1744,-0.0377,-0.2126,-0.1643,-0.0808
2662,-0.1377,-0.0845,-0.1238,-0.0213,0.0721
2663,-0.1432,0.0251,0.0161,0.0824,-0.0056
2664,-0.1605,0.019,0.0989,0.1461,-0.1283
2665,0.0348,0.0801,-0.0098,0.1523,-0.139
2666,-0.0691,0.1776,0.1044,-0.1878,-0.0002
2667,-0.0998,-0.0294,-0.0418,0.0761,-0.1384
2668,-0.0471,0.1681,-0.0558,-0.1742,0.074
2669,-0.1532,0.2655,0.0038,0.3508,-0.1493
2670,-0.1192,-0.0843,-0.0255,-0.1725,-0.0603
2671,-0.0369,-0.2091,-0.2388,0.0861,0.0117
2672,0.1945,0.0062,-0.276,0.0705,-0.0787
2673,0.1284,-0.1914,0.0913,-0.0478,-0.0467
2674,-0.0214,-0.0898,0.1332,-0.1442,-0.0584
2675,-0.0257,-0.1689,-0.0076,-0.061,-0.1193
2676,-0.0399,0.0219,-0.0909,-0.0702,-0.0242
2677,0.0037,-0.0297,-0.206,-0.1329,0.0798
2678,-0.0541,0.1478,0.0021,0.0185,0.1607
2679,0.1904,-0.033,-0.1674,-0.0043,0.0967
2680,0.0039,-0.2365,0.0966,0.0955,0.1503
2681,0.1238,0.103,-0.2162,0.2288,0.1222
2682,0.104,-0.0854,-0.0464,-0.131,0.0486
2683,-0.0574,-0.1249,-0.2538,0.1726,-0.1966
2684,0.1148,-0.043,0.0231,0.117,-0.2536
2685,0.1586,-0.0811,-0.2217,-0.0815,-0.0943
2686,-0.1284,0.0087,-0.1784,0.2559,0.0055
2687,0.2385,-0.0265,0.1976,-0.0927,-0.1249
2688,-0.0448,0.0497,0.1238,-0.1794,0.1474
2689,-0.0642,0.3763,-0.1915,0.146,-0.1966
2690,0.0363,0.0621,-0.036,0.0893,-0.0872
2691,-0.2114,-0.099,-0.036,-0.1356,-0.1494
2692,-0.1296,-0.2302,0.0919,-0.2288,-0.0538
2693,-0.0522,-0.0424,0.038,-0.0896,-0.1004
2694,0.1245,0.0466,0.0695,-0.2515,-0.0627
2695,-0.007,-0.359,-0.297,-0.1256,-0.0239
2696,-0.2293,0.1124,-0.0672,0.2085,-0.0914
2697,-0.1428,-0.1759,0.0428,0.1111,-0.1618
2698,-0.1851,0.0366,0.0757,0.2474,0.115
2699,0.1013,0.1487,0.076,-0.1231,0.0452
2700,-0.1222,0.1207,0.1637,-0.06,0.0414
2701,0.048,0.0013,-0.0598,0.2406,0.0233
2702,0.0849,0.0546,0.04,0.0078,0.1649
2703,-0.0451,0.0791,0.133,0.0806,0.1123
2704,-0.2743,0.151,0.0914,0.0092,0.1611
2705,0,0,0,0,0
2706,-0.0263,-0.2726,-0.0909,0.1169,-0.0581
2707,-0.2118,0.0939,0.06,0.1979,0.0154
2708,-0.1229,0.1003,0.0957,0.0671,0.0853
2709,-0.0616,-0.0209,-0.1686,0.3373,-0.0969
2710,-0.0268,-0.064,0.1463,-0.0914,-0.0525
2711,-0.135,-0.1396,0.1555,-0.0455,-0.0243
2712,0.0815,-0.1219,0.0139,-0.169,0.0746
2713,0.0869,-0.0642,-0.1123,-0.1591,0.1379
2714,-0.061,-0.2055,-0.023,0.0279,0.1125
2715,0.202,0.000201,-0.268,-0.028,0.0879
2716,0.0633,0.1754,-0.1883,0.0494,0.0491
2717,0.2117,-0.2241,0.0072,0.0754,0.2431
2718,-0.1293,0.1542,0.0541,0.0433,-0.1693
2719,0.0529,-0.0008,-0.1605,-0.1572,-0.037
2720,-0.0169,0.0347,0.0693,0.0394,-0.0795
2721,-0.1815,0.1512,0.0032,0.0649,-0.1264
2722,0.2086,0.144,-0.0113,-0.0262,0.0144
2723,-0.1585,-0.0905,0.1095,-0.1628,0.1008
2724,0,0,0,0,0
2725,0.0055,-0.2003,-0.0135,0.0019,-0.0616
2726,0.1925,0.1604,-0.1198,-0.0896,-0.137
2727,-0.1709,-0.1115,-0.0403,0.0912,-0.0527
2728,-0.0319,-0.0641,0.1269,-0.1767,-0.1623
2729,-0.1418,-0.3424,0.069,-0.2022,-0.2966
2730,-0.0543,0.1021,0.1254,0.0474,-0.0132
2731,0.0358,-0.1292,-0.0764,0.1371,-0.0387
2732,-0.1316,-0.2506,-0.0695,0.0084,-0.1065
2733,-0.1511,-0.1415,-0.154,0.0818,0.1993
2734,-0.0164,0.1234,-0.018,-0.1848,0.1758
2735,-0.0035,-0.0453,0.1867,-0.232,0.154
2736,0.1556,-0.2032,0.0359,-0.1681,0.2107
2737,-0.0025,0.1106,0.0475,0.1738,-0.1689
2738,-0.07,-0.0781,-0.1175,-0.0767,-0.3008
2739,-0.0496,-0.1255,0.0827,0.1203,0.0476
2740,-0.1061,-0.1412,0.1813,0.1009,0.2126
2741,0.024,0.0477,-0.2089,0.2184,-0.1136
2742,0.1406,-0.14,-0.0838,0.0739,0.0495
2743,0.1137,0.1495,-0.1753,0.0498,-0.1732
2744,0.0455,0.05,-0.3804,0.1527,-0.0778
2745,-0.0516,-0.0472,-0.1918,-0.1686,-0.1319
2746,0,0,0,0,0
2747,0.06,0.1396,-0.0356,0.1043,0.0059
2748,-0.1176,-0.1422,-0.0165,-0.0633,0.0658
2749,0,0,0,0,0
2750,-0.0688,-0.081,-0.1291,-0.0172,-0.072
2751,-0.0291,0.2814,0.0296,-0.2648,0.2367
2752,-0.2318,0.0711,0.0544,-0.0116,-0.1215
2753,0.0162,0.0898,-0.0147,0.0604,-0.1089
2754,-0.0394,0.0292,-0.1078,-0.252,0.1139
2755,-0.1146,0.0658,-0.0016,-0.1587,-0.0704
2756,-0.1105,0.0938,0.1328,-0.246,-0.1082
2757,0.0339,0.087,0.0812,-0.0183,-0.1082
2758,0.0489,0.0158,0.1949,-0.0204,-0.0793
2759,0.1502,-0.2256,0.2844,-0.0296,-0.1214
2760,0.0283,0.0626,-0.0867,0.0187,0.2871
2761,-0.1645,-0.0636,0.163,-0.119,-0.2348
2762,0.0579,0.0136,0.0301,0.1149,0.1589
2763,-0.0689,-0.1159,-0.0648,-0.0146,-0.1138
2764,0.0311,-0.1248,0.0757,0.1361,0.0453
2765,-0.0501,-0.2928,0.1851,-0.2162,-0.1306
2766,-0.1276,-0.2038,-0.0989,-0.0053,0.0318
2767,0.088,0.0387,0.1947,-0.1473,-0.1572
2768,0.2261,-0.2617,-0.0283,0.2467,0.166
2769,-0.2606,0.1422,-0.0906,-0.0076,-0.1378
2770,0.2873,0.1175,0.0216,0.2361,0.1151
2771,-0.2378,-0.1264,-0.0243,-0.0077,0.1633
2772,-0.3054,0.0246,0.0357,-0.2547,-0.0278
2773,-0.0961,0.1209,0.0364,0.0523,-0.0667
2774,-0.1746,-0.0521,0.0398,-0.0713,0.0453
2775,0.3053,-0.1061,-0.0512,-0.074,0.144
2776,0.1632,-0.1816,-0.2053,0.1849,-0.0122
2777,-0.0623,0.0416,0.0026,-0.1756,-0.0778
2778,0.141,-0.2167,0.1224,-0.1154,-0.003
2779,-0.0487,-0.1026,-0.1352,0.0912,-0.0194
2780,0.032,0.0009,-0.05,-0.0423,0.3076
2781,0.0543,0.0243,0.1092,0.1005,-0.122
2782,0.0676,0.0556,0.2465,0.0332,-0.0771
2783,0.2866,0.0419,0.1827,0.1316,0.2724
2784,-0.2235,0.0772,-0.156,-0.2363,-0.1038
2785,-0.1396,0.2523,0.036,0.1493,-0.1091
2786,-0.2901,-0.1154,-0.127,-0.0512,-0.0337
2787,0.0355,0.0537,0.0728,-0.1808,0.1188
2788,0.0337,-0.0527,-0.055,0.0826,-0.0661
2789,0.1707,0.0696,-0.0497,0.0996,-0.0081
2790,-0.0282,0.0452,0.1066,0.0018,-0.1796
2791,-0.0461,0.1638,0.0977,-0.1303,0.0738
2792,0.0519,-0.2261,0.0808,-0.004,0.1931
2793,-0.0413,0.0932,-0.0042,-0.0547,-0.0298
2794,-0.0291,0.0695,-0.0234,-0.0726,-0.0534
2795,0.0781,0.3266,0.0052,-0.1515,0.0199
2796,0.0126,0.1354,-0.2028,-0.0686,-0.1177
2797,-0.0548,0.0199,-0.0692,0.0304,-0.0423
2798,0.1268,-0.0322,0.1245,-0.1339,-0.1623
2799,-0.0652,0.1822,0.1406,-0.2385,-0.0965
2800,-0.055,0.1311,-0.1706,0.1759,0.1536
2801,0.1281,0.0642,0.0031,0.1774,0.1441
2802,0.0337,-0.1348,-0.1233,0.0416,-0.0169
2803,-0.1721,0.1664,-0.0794,-0.1688,0.004
2804,-0.0445,-0.1499,-0.0972,-0.0846,-0.1115
2805,-0.0411,-0.0489,0.022,-0.0371,0.0183
2806,-0.0936,0.1024,0.0413,-0.11,-0.1255
2807,-0.0328,-0.035,-0.0894,0.0166,-0.0815
2808,0.1614,0.0695,0.1858,0.0891,-0.0743
2809,-0.2876,-0.0426,-0.1931,0.0471,-0.1052
2810,-0.083,0.1535,0.0778,0.1067,0.0792
2811,-0.1327,-0.2691,0.3298,-0.1133,-0.1551
2812,-0.1522,0.128,0.0672,-0.0284,0.1061
2813,-0.05,0.3229,0.0617,-0.0742,-0.249
2814,-0.088,-0.1001,-0.2361,0.0801,0.0118
2815,-0.0512,-0.0441,-0.0017,-0.033,0.0574
2816,-0.1229,-0.1452,0.0599,-0.0145,-0.0331
2817,-0.0498,0.0525,-0.1213,-0.091,-0.0689
2818,-0.0025,0.151,0.058,-0.1739,0.1275
2819,-0.0433,0.0441,-0.195,0.1588,-0.0651
2820,0.0685,-0.0496,-0.147,-0.1427,-0.0116
2821,-0.0476,0.0306,0.1413,-0.2617,-0.0131
2822,0.1258,0.062,0.1478,-0.0158,0.1114
2823,-0.1737,0.2024,-0.0413,-0.0927,-0.1529
2824,-0.0222,-0.3351,0.1814,-0.0113,-0.1958
2825,-0.1975,0.1951,0.0723,-0.1888,-0.1799
2826,-0.127,0.0784,0.1949,0.2747,0.2483
2827,-0.1882,0.0032,0.0629,-0.186,0.0253
2828,-0.0395,-0.16,-0.0532,0.0308,0.0134
2829,0.1199,-0.0654,-0.0445,0.0976,-0.0056
2830,-0.1984,-0.2065,0.1153,-0.2339,0.1795
2831,-0.1455,0.1439,0.0873,-0.002,-0.0703
2832,0.0364,0.0192,-0.0411,0.1425,0.1698
2833,0.0852,-0.0832,-0.0467,0.0384,0.2261
2834,0.1236,-0.0415,0.0392,0.1326,-0.1336
2835,0.1569,-0.1171,0.2041,-0.0424,-0.0483
2836,0.138,-0.0331,0.0752,-0.1992,0.0643
2837,0.1949,0.0343,0.1535,0.0223,0.1418
2838,0.1078,-0.1219,0.112,-0.0398,0.0253
2839,0.1216,0.1022,0.0819,-0.024,0.0211
2840,0.0906,-0.1087,0.0553,-0.0002,-0.1015
2841,-0.1641,0.1343,-0.0219,0.0339,-0.1513
2842,-0.0058,0.1747,0.0873,0.0057,0.0556
2843,-0.1196,-0.0803,0.2375,-0.1835,0.3991
2844,0.0195,-0.1123,0.1425,0.0419,-0.2587
2845,-0.0989,0.0817,-0.0295,0.0697,0.0011
2846,-0.0604,-0.031,-0.0265,-0.1044,-0.0081
2847,-0.0811,-0.2703,0.1522,0.0578,-0.0177
2848,0.1616,-0.0089,0.1449,0.0392,-0.195
2849,0.015,0.2067,-0.1093,-0.0005,0.066
2850,0.021,0.0978,-0.1116,-0.0671,0.1563
2851,0,0,0,0,0
2852,0,0,0,0,0
2853,0.0707,0.0271,0.0613,-0.2177,-0.0283
2854,-0.074,0.1476,-0.0337,-0.0688,-0.0577
2855,-0.1309,0.1691,0.194,-0.0986,-0.0282
2856,0.0571,-0.1197,0.0756,-0.1413,-0.0813
2857,0,0,0,0,0
2858,-0.0326,-0.1896,-0.0545,0.1622,-0.0794
2859,-0.0686,0.0712,-0.1008,0.0892,0.0589
2860,-0.1131,-0.054,0.3251,0.1893,0.0865
2861,0.0869,-0.0079,0.184,0.0174,0.0997
2862,0.1343,0.0931,0.161,-0.1456,0.04
2863,0.1002,0.0794,0.155,-0.0734,0.0429
2864,0.0274,-0.0167,0.0679,0.1664,-0.0578
2865,0.233,-0.039,-0.175,-0.1296,-0.1012
2866,0.0962,0.1396,0.0076,-0.2074,-0.1277
2867,0,0,0,0,0
2868,-0.0727,0.126,0.1461,-0.0488,-0.0536
2869,-0.1449,0.1673,-0.1287,0.4631,0.0582
2870,0.042,0.0763,-0.0839,-0.0377,0.106
2871,-0.0185,0.0417,-0.0393,-0.0434,0.1164
2872,0.0011,-0.0424,0.0995,-0.2025,0.1233
2873,-0.2616,0.0132,0.1128,0.1804,-0.143
2874,0.0996,-0.2052,-0.1749,-0.0186,0.0332
2875,0.1271,-0.0536,0.1645,-0.098,0.039
2876,0.0692,0.0222,0.0647,-0.1015,0.038
2877,-0.1046,0.1975,-0.1385,-0.0665,-0.1731
2878,0.2228,0.1043,0.1118,-0.136,-0.0811
2879,0.1219,-0.0476,-0.2609,-0.0762,0.1732
2880,0.0777,0.1392,-0.1106,-0.1491,0.0233
2881,0.361,-0.0522,-0.0648,0.1777,0.0164
2882,-0.1025,-0.131,0.0962,0.0449,-0.2547
2883,0.3666,-0.2081,0.1166,-0.1066,-0.0321
2884,0.092,0.1464,-0.1071,0.1859,0.0344
2885,-0.0774,0.154,-0.0455,-0.0496,-0.157
2886,0.1847,0.0515,-0.2589,-0.0072,0.0258
2887,0,0,0,0,0
2888,0,0,0,0,0
2889,-0.0967,-0.0277,0.093,0.0075,0.1345
2890,-0.0546,-0.0672,-0.0256,0.0347,-0.0587
2891,-0.1624,0.278,-0.0652,0.0516,0.1304
2892,-0.1901,-0.2293,0.088,0.0263,0.1352
2893,-0.1401,-0.1168,-0.0372,-0.0253,0.1069
2894,-0.038,0.0179,0.0977,0.0511,-0.1512
2895,-0.1296,0.008,-0.1535,-0.0923,-0.0565
2896,-0.1614,-0.0747,0.097,-0.1604,-0.0255
2897,0.1455,-0.1709,-0.3296,-0.039,0.1305
2898,-0.0095,0.108,0.1388,0.1878,0.0695
2899,0.0803,-0.2654,-0.1435,0.0772,-0.1541
2900,-0.1392,0.0306,0.0073,0.0718,0.0175
2901,0,0,0,0,0
2902,0,0,0,0,0
2903,0,0,0,0,0
2904,0,0,0,0,0
2905,0.0987,-0.0373,0.0572,0.0657,0.0462
2906,-0.0795,0.117,-0.1215,-0.0695,0.0742
2907,-0.0043,0.0663,0.0993,0.013,0.209
2908,-0.0113,-0.0745,0.0501,-0.0987,-0.0123
2909,-0.091,-0.0321,0.0332,-0.0856,0.1787
2910,-0.1283,0.0271,0.1116,0.2243,0.0072
2911,-0.1348,0.0784,-0.3266,-0.0218,-0.1155
2912,0.0201,0.0987,0.103,0.1263,-0.0971
2913,0.0269,0.0139,-0.1883,0.0837,0.1435
2914,-0.0742,-0.0276,-0.1379,-0.1628,0.004
2915,-0.1157,0.0651,-0.1306,-0.0093,-0.0247
2916,-0.2925,-0.098,0.244,-0.0337,-0.3995
2917,0.0443,0.0089,-0.0465,0.1722,0.0839
2918,0.0728,-0.2885,0.1176,0.0741,0.2233
2919,0.0524,0.0592,-0.0432,-0.2636,-0.0885
2920,0.1509,0.0188,0.1967,0.0027,-0.1759
2921,-0.2235,0.0872,0.041,-0.0674,0.3548
2922,-0.02,0.2012,-0.0779,-0.0965,0.0583
2923,-0.0021,-0.0549,-0.0153,-0.1854,0.0869
2924,-0.169,-0.0548,-0.0258,-0.1859,-0.1214
2925,-0.0679,-0.0698,-0.0399,-0.1336,0.0062
2926,-0.0176,-0.0569,0.0184,-0.0542,0.1097
2927,0.1101,-0.1743,-0.1759,0.1144,-0.0701
2928,0.0325,0.0207,0.0875,-0.2238,0.0826
2929,0.0341,0.1507,0.0665,0.1956,0.002
2930,0.0079,0.0755,-0.0862,-0.0633,-0.0782
2931,-0.1639,-0.2459,0.2266,-0.0053,-0.0147
2932,0.0248,-0.0432,-0.1557,0.1429,0.1005
2933,-0.051,0.0935,0.0315,0.0532,0.1122
2934,-0.1085,-0.0425,-0.0593,-0.0029,-0.1053
2935,-0.158,-0.0808,-0.1399,-0.0722,0.195
2936,-0.031,0.0451,-0.1235,0.007,-0.0259
2937,-0.0631,0.1111,0.1477,0.1074,-0.1369
2938,-0.2852,0.0497,0.1203,-0.1118,-0.0358
2939,-0.0471,0.1285,0.1143,0.1099,-0.1876
2940,0.0753,-0.0139,-0.1296,-0.1661,-0.0749
2941,-0.0127,-0.1251,0.0598,-0.2282,0.2519
2942,-0.0291,0.0193,0.1957,0.0847,0.106
2943,-0.0923,0.1329,-0.0137,0.0634,-0.0412
2944,0.2628,0.181,-0.0262,-0.2039,-0.1192
2945,0.0011,-0.3107,0.0553,-0.024,0.2275
2946,0.073,0.0913,-0.0145,-0.1753,0.1649
2947,0,0,0,0,0
2948,0.0605,-0.2286,-0.2359,-0.2742,0.0087
2949,0.0079,-0.0216,0.0021,0.1735,0.1072
2950,0.0721,0.0354,-0.0264,-0.0792,-0.1115
2951,0.3203,-0.136,0.1385,0.3065,0.1401
2952,0.0949,-0.0322,0.146,0.0411,0.2057
2953,-0.0549,0.0576,0.1192,0.2597,0.0272
2954,-0.3012,-0.1313,0.0859,0.0075,0.2807
2955,0.0345,-0.1277,-0.3045,-0.2485,-0.2591
2956,-0.0814,0.0503,0.0601,0.0672,-0.1687
2957,0.1472,0.0684,0.0349,-0.1528,0.066
2958,0.0056,-0.1761,0.2368,-0.0136,0.1626
2959,-0.048,0.1246,0.0085,-0.0358,0.059
2960,0.1646,-0.133,0.1015,-0.1367,0.0573
2961,-0.0023,0.0047,-0.0334,-0.2192,0.0968
2962,-0.2505,-0.0756,0.075,-0.1753,-0.0148
2963,0.18,-0.0069,0.0142,0.0287,-0.099
2964,-0.1481,-0.0428,0.0642,0.1015,-0.1403
2965,0,0,0,0,0
2966,-0.0589,-0.1814,0.1306,-0.021,0.0561
2967,0.075,-0.1712,-0.1626,-0.1836,-0.065
2968,-0.12,-0.0018,-0.0425,0.1083,0.0461
2969,-0.163,-0.0282,-0.0212,0.0698,-0.0957
2970,0.04,0.0639,-0.2068,0.0166,-0.2352
2971,-0.094,-0.1825,-0.1857,0.0347,0.045
2972,-0.0636,-0.2395,0.137,0.2544,0.1957
2973,0,0,0,0,0
2974,0.1722,0.111,-0.1636,-0.1576,-0.0893
2975,0.021,0.1595,0.0513,-0.0179,-0.1772
2976,0.2077,0.1407,-0.2225,-0.3108,0.2134
2977,-0.0756,-0.0465,-0.0045,-0.0318,0.0037
2978,-0.1402,0.1389,0.1803,0.0894,0.2109
2979,0.2921,0.1322,0.0521,-0.0944,-0.2855
2980,-0.1283,-0.1328,-0.1703,-0.3119,-0.1423
2981,0.0277,0.124,-0.0103,-0.1461,-0.152
2982,0.1149,-0.1532,-0.1391,0.1965,0.112
2983,-0.1144,0.0559,0.1403,-0.1218,0.1454
2984,0.0602,-0.0388,-0.0038,-0.1685,-0.2732
2985,0.2389,-0.1547,-0.1139,0.1221,-0.1599
2986,0,0,0,0,0
2987,-0.0507,-0.1213,-0.1266,-0.0443,0.1833
2988,-0.1658,-0.1376,0.1766,-0.0049,0.1149
2989,0.0307,-0.043,-0.065,0.1095,0.1967
2990,0.1859,-0.065,-0.182,0.0557,0.1813
2991,-0.0204,-0.0375,0.0472,-0.0383,0.1381
2992,-0.209,0.1256,0.1919,0.2086,-0.1283
2993,-0.1737,-0.1663,-0.0798,0.1288,0.1683
2994,-0.218,0.175,-0.3012,0.0886,-0.3485
2995,0.1205,0.0589,0.1286,0.2223,-0.109
2996,-0.0016,0.1933,0.0458,0.0083,-0.0535
2997,-0.0166,-0.0578,0.0211,-0.1099,-0.1027
2998,0.0023,0.15,-0.121,0.1211,0.0794
2999,0.1516,0.0023,-0.1492,0.1772,0.0172
3000,0.0018,-0.1012,-0.0218,0.1027,-0.1518
3001,-0.1599,0.0935,0.0429,-0.0144,0.0809
3002,0.0803,-0.027,-0.0544,0.2392,0.2319
3003,-0.1186,-0.038,0.0064,0.1056,-0.2603
3004,-0.0343,0.2243,0.1905,0.0637,-0.0448
3005,-0.1859,0.1499,0.134,0.1045,-0.0271
3006,0,0,0,0,0
3007,0.0429,0.0333,0.0845,-0.0644,0.0328
3008,0,0,0,0,0
3009,-0.2054,-0.0291,-0.1168,-0.0528,0.2992
3010,0.0271,0.0576,0.2138,-0.053,-0.3458
3011,0.0119,-0.0826,0.006,0.0851,0.1002
3012,0.0459,-0.0498,-0.0563,-0.011,0.0802
3013,-0.1087,0.2389,0.1165,0.0897,-0.0397
3014,0.0561,0.1336,0.0684,-0.1191,-0.1327
3015,-0.2346,0.3019,0.0355,-0.233,0.1762
3016,0,0,0,0,0
3017,-0.1971,-0.0402,-0.0548,0.1006,-0.1915
3018,0.0974,-0.0718,0.1248,0.1648,0.0422
3019,-0.0958,-0.0689,-0.0358,0.0353,0.0879
3020,-0.1396,-0.1503,0.0717,-0.0568,-0.0467
3021,0,0,0,0,0
3022,0.0501,-0.0796,0.1012,-0.0345,-0.122
3023,0.1111,-0.1789,0.091,-0.0646,0.1489
3024,0.0737,-0.2373,-0.0102,-0.2182,-0.0424
3025,0.114,-0.1218,0.0047,0.0576,0.0454
3026,-0.1447,-0.1255,-0.1314,0.0149,0.0969
3027,0.1665,-0.1226,0.0792,-0.0385,0.0096
3028,0,0,0,0,0
3029,-0.0873,0.0967,0.0563,-0.1269,0.1094
3030,-0.136,0.1425,0.0536,-0.1548,0.1453
3031,-0.0173,-0.0114,-0.1494,-0.0596,-0.0741
3032,0.1562,0.0798,-0.126,0.1414,0.1181
3033,-0.0182,-0.0881,0.0517,0.0155,-0.0267
3034,-0.2079,-0.1065,-0.1636,0.0844,0.0879
3035,0.1293,-0.0704,-0.0517,0.1235,0.081
3036,0.0419,0.0436,-0.1643,-0.032,-0.0753
3037,0,0,0,0,0
3038,-0.3131,-0.2352,0.0159,0.0481,-0.1922
3039,-0.2162,0.2151,0.0914,-0.0652,-0.2608
3040,0,0,0,0,0
3041,-0.1384,-0.0824,-0.0093,0.0377,-0.0547
3042,-0.0348,-0.1554,0.0356,0.1051,0.075
3043,0,0,0,0,0
3044,0.2245,-0.161,0.0267,-0.0723,0.2687
3045,-0.094,0.0193,0.0553,0.1525,-0.08
3046,-0.2957,-0.0918,-0.0197,-0.0607,-0.215
3047,-0.0342,-0.3041,-0.0829,0.1125,0.1431
3048,-0.1092,0.0082,-0.0163,-0.0731,-0.0836
3049,-0.1515,-0.1541,0.0548,0.135,0.0596
3050,-0.16,0.0057,-0.0324,-0.1151,0.3665
3051,0.084,-0.2037,-0.1241,0.0213,-0.1176
3052,-0.0805,-0.1596,0.113,-0.0571,-0.0073
3053,0,0,0,0,0
3054,0.1846,0.12,0.1339,0.302,0.1668
3055,-0.0462,0.2081,0.1348,0.2058,0.1217
3056,0.0732,0.2993,-0.0059,-0.08,0.3706
3057,0,0,0,0,0
3058,0,0,0,0,0
3059,0,0,0,0,0
3060,0,0,0,0,0
3061,0.0467,0.0626,-0.2387,0.012,0.027
3062,0.0304,0.0649,0.1339,-0.1445,-0.1151
3063,0.1042,0.1473,0.1813,-0.0639,-0.1847
3064,-0.3188,0.2469,-0.1824,0.2153,0.0913
3065,-0.1981,-0.1242,0.0667,0.0466,-0.1291
3066,-0.1003,0.0303,-0.0592,-0.2288,0.1275
3067,0,0,0,0,0
3068,0.1348,0.1725,-0.1346,-0.0577,-0.0772
3069,0,0,0,0,0
3070,0.1103,-0.142,-0.1462,-0.0074,-0.0486
3071,-0.1237,-0.1468,-0.0948,-0.0258,-0.1534
3072,0.1627,-0.013,-0.0945,-0.0176,0.1684
